,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
167,Howlin' for You,Brothers,The Black Keys,2010-05-18,191800,66,0.705,0.028,0.735,0.0783,0.112,-6.646,0.0931,132.627,4,0.448
168,She's Long Gone,Brothers,The Black Keys,2010-05-18,186000,50,0.349,0.0361,0.866,0.0406,0.216,-6.676,0.112,167.951,4,0.488
169,Black Mud,Brothers,The Black Keys,2010-05-18,129440,40,0.515,0.253,0.502,0.883,0.345,-8.898,0.058,143.937,4,0.374
170,The Only One,Brothers,The Black Keys,2010-05-18,300346,47,0.434,0.693,0.653,0.0421,0.177,-6.969,0.0324,105.09,4,0.625
171,Too Afraid to Love You,Brothers,The Black Keys,2010-05-18,204733,44,0.531,0.0156,0.676,0.00287,0.0988,-6.173,0.0299,136.759,4,0.544
172,Ten Cent Pistol,Brothers,The Black Keys,2010-05-18,269306,49,0.588,0.325,0.488,0.0139,0.18,-8.462,0.03,104.717,4,0.328
173,Sinister Kid,Brothers,The Black Keys,2010-05-18,224480,50,0.761,0.133,0.828,0.0858,0.348,-7.259,0.0721,139.616,4,0.935
174,The Go Getter,Brothers,The Black Keys,2010-05-18,216946,39,0.646,0.159,0.719,0.000432,0.0758,-7.192,0.0685,160.008,4,0.71
175,I'm Not the One,Brothers,The Black Keys,2010-05-18,229213,41,0.604,0.543,0.406,0.000545,0.0932,-10.016,0.0306,139.897,4,0.474
176,Unknown Brother,Brothers,The Black Keys,2010-05-18,239693,43,0.5,0.466,0.552,0.00221,0.108,-7.888,0.0413,83.81,4,0.209
177,Never Gonna Give You Up,Brothers,The Black Keys,2010-05-18,218986,45,0.557,0.324,0.665,0.000281,0.0713,-6.19,0.0328,75.805,4,0.437
178,These Days,Brothers,The Black Keys,2010-05-18,311840,42,0.436,0.746,0.288,0.00208,0.098,-10.726,0.0315,117.482,4,0.268
179,On Sight,Yeezus,Kanye West,2013-06-18,156480,68,0.605,0.487,0.469,0.0,0.28,-3.182,0.327,101.601,4,0.515
180,Black Skinhead,Yeezus,Kanye West,2013-06-18,188013,76,0.766,0.0011,0.809,0.0,0.168,-6.123,0.279,130.127,4,0.325
181,I Am A God,Yeezus,Kanye West,2013-06-18,231506,60,0.51,0.0367,0.532,0.000794,0.165,-7.405,0.0715,111.885,4,0.305
182,New Slaves,Yeezus,Kanye West,2013-06-18,256093,65,0.506,0.165,0.59,1.09e-05,0.096,-4.322,0.076,141.099,4,0.359
183,Hold My Liquor,Yeezus,Kanye West,2013-06-18,326946,66,0.497,0.0194,0.322,7.72e-06,0.115,-10.358,0.0333,106.976,4,0.04
184,I'm In It,Yeezus,Kanye West,2013-06-18,234853,59,0.485,0.141,0.604,0.0,0.0668,-4.591,0.345,170.337,4,0.45
185,Blood On The Leaves,Yeezus,Kanye West,2013-06-18,359800,67,0.397,0.395,0.69,0.0,0.101,-4.108,0.195,172.073,4,0.36
186,Guilt Trip,Yeezus,Kanye West,2013-06-18,243746,59,0.439,0.159,0.666,9.56e-06,0.129,-6.078,0.0754,137.9,4,0.579
187,Send It Up,Yeezus,Kanye West,2013-06-18,178040,59,0.579,0.292,0.544,7.41e-05,0.282,-5.193,0.352,93.562,4,0.365
188,Bound 2,Yeezus,Kanye West,2013-06-18,229146,84,0.367,0.145,0.665,0.0,0.113,-2.821,0.0465,148.913,4,0.31
189,Dance Yrself Clean,This Is Happening,LCD Soundsystem,2010-05-17,536471,62,0.739,0.00557,0.611,0.725,0.04,-9.829,0.0622,98.004,4,0.794
190,Drunk Girls,This Is Happening,LCD Soundsystem,2010-05-17,222106,45,0.599,0.000259,0.878,0.0258,0.0829,-7.759,0.0387,144.029,4,0.814
191,One Touch,This Is Happening,LCD Soundsystem,2010-05-17,465680,38,0.696,0.00905,0.912,0.868,0.324,-8.205,0.0752,119.995,4,0.474
192,All I Want,This Is Happening,LCD Soundsystem,2010-05-17,401440,42,0.53,0.0537,0.829,0.88,0.106,-7.014,0.0361,134.99,4,0.949
193,I Can Change,This Is Happening,LCD Soundsystem,2010-05-17,352003,59,0.644,0.00215,0.73,0.00178,0.233,-6.565,0.0287,116.981,4,0.695
194,You Wanted a Hit,This Is Happening,LCD Soundsystem,2010-05-17,546413,45,0.968,0.00165,0.398,0.0013,0.0619,-10.293,0.102,125.996,4,0.63
195,Pow Pow,This Is Happening,LCD Soundsystem,2010-05-17,503026,37,0.79,0.00457,0.844,0.244,0.0993,-9.929,0.0692,126.017,4,0.777
196,Somebody's Calling Me,This Is Happening,LCD Soundsystem,2010-05-17,413080,37,0.716,0.00493,0.283,0.71,0.0989,-12.34,0.0286,87.948,4,0.455
197,Home,This Is Happening,LCD Soundsystem,2010-05-17,473333,55,0.752,0.0462,0.844,0.131,0.0782,-8.705,0.0398,124.013,4,0.78
198,Nikes,Blonde,Frank Ocean,2016-08-20,314075,71,0.543,0.695,0.394,0.000239,0.108,-9.637,0.0864,137.811,4,0.118
199,Ivy,Blonde,Frank Ocean,2016-08-20,249191,79,0.567,0.782,0.388,0.000309,0.248,-9.579,0.0384,116.362,4,0.452
200,Pink + White,Blonde,Frank Ocean,2016-08-20,184516,80,0.544,0.67,0.552,4.57e-05,0.415,-7.45,0.0991,159.738,3,0.554
201,Be Yourself,Blonde,Frank Ocean,2016-08-20,86943,61,0.657,0.985,0.431,0.0,0.149,-11.147,0.541,83.509,3,0.935
202,Solo,Blonde,Frank Ocean,2016-08-20,257380,68,0.444,0.849,0.287,2.82e-06,0.161,-10.631,0.0375,124.027,4,0.246
203,Skyline To,Blonde,Frank Ocean,2016-08-20,184600,64,0.423,0.882,0.294,5.43e-06,0.0981,-13.673,0.0593,129.146,4,0.401
204,Self Control,Blonde,Frank Ocean,2016-08-20,249667,75,0.572,0.765,0.209,0.0,0.356,-10.413,0.0313,80.069,4,0.446
205,Good Guy,Blonde,Frank Ocean,2016-08-20,66786,62,0.513,0.983,0.131,0.00414,0.12,-12.787,0.467,105.808,5,0.814
206,Nights,Blonde,Frank Ocean,2016-08-20,307151,79,0.466,0.42,0.548,1.01e-06,0.113,-9.362,0.118,89.815,4,0.423
207,Solo (Reprise),Blonde,Frank Ocean,2016-08-20,78742,61,0.541,0.404,0.747,0.0,0.086,-6.811,0.162,83.286,4,0.604
208,Pretty Sweet,Blonde,Frank Ocean,2016-08-20,158478,60,0.201,0.258,0.724,0.0281,0.296,-6.744,0.0499,154.395,4,0.167
209,Facebook Story,Blonde,Frank Ocean,2016-08-20,68588,57,0.632,0.878,0.18,0.0,0.249,-20.55,0.685,85.004,3,0.704
210,Close To You,Blonde,Frank Ocean,2016-08-20,85754,63,0.827,0.192,0.673,0.00136,0.146,-8.401,0.23,78.007,4,0.779
211,White Ferrari,Blonde,Frank Ocean,2016-08-20,248807,77,0.444,0.784,0.0924,0.0,0.304,-15.605,0.0366,108.917,4,0.219
212,Seigfried,Blonde,Frank Ocean,2016-08-20,334570,67,0.377,0.975,0.255,0.000208,0.102,-11.165,0.0387,125.004,5,0.37
213,Godspeed,Blonde,Frank Ocean,2016-08-20,177922,74,0.421,0.931,0.0952,0.000201,0.126,-12.561,0.0479,109.698,4,0.0773
214,Futura Free,Blonde,Frank Ocean,2016-08-20,564165,61,0.266,0.769,0.678,9.37e-05,0.503,-12.364,0.508,83.434,4,0.201
215,Slow Burn,Golden Hour,Kacey Musgraves,2018-03-30,246133,68,0.555,0.462,0.43,0.000191,0.0869,-9.105,0.0295,147.613,4,0.274
216,Lonely Weekend,Golden Hour,Kacey Musgraves,2018-03-30,226666,55,0.699,0.579,0.808,7.16e-06,0.167,-5.926,0.0296,111.977,4,0.794
217,Butterflies,Golden Hour,Kacey Musgraves,2018-03-30,219053,69,0.689,0.252,0.614,1.95e-05,0.178,-6.137,0.0306,141.97,4,0.411
218,"Oh, What A World",Golden Hour,Kacey Musgraves,2018-03-30,241466,57,0.503,0.642,0.536,0.00143,0.111,-7.229,0.0259,90.966,4,0.21
219,Mother,Golden Hour,Kacey Musgraves,2018-03-30,78186,51,0.557,0.903,0.147,0.0,0.176,-14.173,0.103,55.513,4,0.482
220,Love Is A Wild Thing,Golden Hour,Kacey Musgraves,2018-03-30,256146,55,0.623,0.266,0.631,7.2e-06,0.0931,-7.52,0.0352,121.973,4,0.273
221,Space Cowboy,Golden Hour,Kacey Musgraves,2018-03-30,216280,60,0.447,0.718,0.429,0.0163,0.105,-7.36,0.028,116.521,4,0.074
222,Happy & Sad,Golden Hour,Kacey Musgraves,2018-03-30,243186,63,0.642,0.249,0.657,0.0,0.111,-5.246,0.0333,90.0,4,0.658
223,Velvet Elvis,Golden Hour,Kacey Musgraves,2018-03-30,154386,58,0.677,0.173,0.616,0.0,0.0427,-5.241,0.032,89.988,4,0.736
224,Wonder Woman,Golden Hour,Kacey Musgraves,2018-03-30,240426,54,0.669,0.11,0.653,1.58e-05,0.0826,-5.675,0.0269,104.995,4,0.528
225,High Horse,Golden Hour,Kacey Musgraves,2018-03-30,213693,65,0.725,0.0325,0.674,3.55e-06,0.0531,-5.254,0.0363,120.057,4,0.773
226,Golden Hour,Golden Hour,Kacey Musgraves,2018-03-30,198453,66,0.611,0.0952,0.555,0.0,0.11,-6.372,0.0274,88.969,4,0.413
227,Rainbow,Golden Hour,Kacey Musgraves,2018-03-30,214293,71,0.581,0.88,0.197,0.0,0.107,-7.697,0.0329,130.367,4,0.349
228,Interstate Prelude,Interstate Gospel,Pistol Annies,2018-11-02,66973,28,0.712,0.0112,0.578,0.0,0.106,-8.556,0.0362,114.032,3,0.374
229,Stop Drop and Roll One,Interstate Gospel,Pistol Annies,2018-11-02,182093,36,0.322,0.0203,0.688,0.0,0.0813,-6.703,0.0488,187.241,3,0.462
230,Best Years of My Life,Interstate Gospel,Pistol Annies,2018-11-02,222733,42,0.435,0.316,0.411,1.15e-05,0.111,-8.483,0.0383,189.677,4,0.172
231,5 Acres of Turnips,Interstate Gospel,Pistol Annies,2018-11-02,175400,26,0.562,0.0715,0.66,0.00161,0.243,-7.521,0.0319,110.89,4,0.38
232,When I Was His Wife,Interstate Gospel,Pistol Annies,2018-11-02,209600,31,0.473,0.364,0.512,1.16e-05,0.123,-6.727,0.0298,164.161,3,0.463
233,Cheyenne,Interstate Gospel,Pistol Annies,2018-11-02,256333,33,0.358,0.00723,0.626,1.43e-05,0.111,-7.138,0.0299,158.819,3,0.455
234,Got My Name Changed Back,Interstate Gospel,Pistol Annies,2018-11-02,174253,45,0.639,0.0189,0.871,0.00463,0.0439,-5.774,0.044,99.075,4,0.812
235,Sugar Daddy,Interstate Gospel,Pistol Annies,2018-11-02,218146,34,0.647,0.00761,0.87,2.15e-05,0.23,-6.032,0.035,129.26,4,0.912
236,Leavers Lullaby,Interstate Gospel,Pistol Annies,2018-11-02,241826,28,0.525,0.0535,0.417,0.00945,0.101,-7.699,0.0306,143.911,4,0.35
237,Milkman,Interstate Gospel,Pistol Annies,2018-11-02,202426,31,0.518,0.921,0.223,7.94e-06,0.107,-12.488,0.0284,78.469,4,0.368
238,Commissary,Interstate Gospel,Pistol Annies,2018-11-02,215933,25,0.423,0.125,0.571,0.0574,0.476,-8.943,0.0403,154.029,4,0.0679
239,Masterpiece,Interstate Gospel,Pistol Annies,2018-11-02,278426,28,0.376,0.0719,0.453,5.93e-06,0.111,-8.608,0.0291,180.757,3,0.265
240,Interstate Gospel,Interstate Gospel,Pistol Annies,2018-11-02,181293,31,0.57,0.0165,0.784,0.0,0.113,-8.113,0.0429,114.362,4,0.246
241,This Too Shall Pass,Interstate Gospel,Pistol Annies,2018-11-02,182626,27,0.579,0.165,0.625,1.23e-05,0.168,-7.843,0.0278,96.593,4,0.46
242,Rolling in the Deep,21,Adele,2011-01-24,228093,79,0.73,0.138,0.769,0.0,0.0473,-5.114,0.0298,104.948,4,0.507
243,Rumour Has It,21,Adele,2011-01-24,223266,67,0.612,0.615,0.749,0.0,0.167,-5.014,0.0446,120.052,4,0.574
244,Turning Tables,21,Adele,2011-01-24,250000,65,0.353,0.95,0.446,1.35e-05,0.132,-6.044,0.0285,155.476,4,0.211
245,Don't You Remember,21,Adele,2011-01-24,243200,65,0.644,0.214,0.4,0.0,0.0866,-5.713,0.0304,115.025,4,0.227
246,Set Fire to the Rain,21,Adele,2011-01-24,242973,77,0.603,0.00408,0.67,1.68e-06,0.112,-3.882,0.0249,107.993,4,0.446
247,He Won't Go,21,Adele,2011-01-24,278040,55,0.706,0.0225,0.57,0.0,0.0754,-7.045,0.086,159.908,4,0.728
248,Take It All,21,Adele,2011-01-24,228293,55,0.415,0.957,0.266,1.18e-06,0.183,-8.44,0.0308,138.096,4,0.282
249,I'll Be Waiting,21,Adele,2011-01-24,241351,52,0.547,0.049,0.848,0.0,0.114,-2.684,0.0367,160.063,4,0.749
250,One And Only,21,Adele,2011-01-24,348226,66,0.528,0.295,0.468,0.0,0.165,-5.306,0.0287,154.974,3,0.185
251,Lovesong,21,Adele,2011-01-24,316240,57,0.689,0.693,0.369,0.00236,0.111,-9.407,0.0278,116.885,4,0.361
252,Someone Like You,21,Adele,2011-01-24,285240,79,0.556,0.893,0.319,0.0,0.0996,-8.251,0.0281,135.187,4,0.294
253,Green Light,Melodrama,Lorde,2017-06-16,234652,74,0.594,0.0209,0.721,8.55e-06,0.0879,-7.812,0.0957,128.942,4,0.253
254,Sober,Melodrama,Lorde,2017-06-16,197235,62,0.796,0.173,0.467,0.00411,0.126,-10.369,0.181,107.901,4,0.516
255,Homemade Dynamite,Melodrama,Lorde,2017-06-16,189796,63,0.771,0.287,0.431,2.75e-06,0.0934,-5.423,0.0577,107.047,4,0.268
256,The Louvre,Melodrama,Lorde,2017-06-16,271088,67,0.664,0.239,0.382,0.00749,0.0943,-9.977,0.047,123.214,4,0.126
257,Liability,Melodrama,Lorde,2017-06-16,171727,75,0.587,0.92,0.229,0.0,0.1,-11.254,0.128,75.67,4,0.379
258,Hard Feelings/Loveless,Melodrama,Lorde,2017-06-16,367391,64,0.487,0.0328,0.445,0.0104,0.0778,-10.959,0.113,97.031,4,0.18
259,Sober II (Melodrama),Melodrama,Lorde,2017-06-16,178639,60,0.524,0.166,0.312,4.79e-06,0.073,-11.627,0.0444,112.948,4,0.101
260,Writer In The Dark,Melodrama,Lorde,2017-06-16,216610,69,0.325,0.73,0.271,0.0,0.301,-8.069,0.0418,71.855,4,0.279
261,Supercut,Melodrama,Lorde,2017-06-16,277506,71,0.562,0.219,0.437,2.18e-05,0.0806,-10.229,0.052,124.852,4,0.15
262,Liability (Reprise),Melodrama,Lorde,2017-06-16,136019,56,0.552,0.904,0.277,0.0,0.107,-12.09,0.0635,77.759,4,0.26
263,Perfect Places,Melodrama,Lorde,2017-06-16,221874,71,0.622,0.00241,0.58,2.95e-05,0.112,-5.273,0.0504,104.41,4,0.512
264,Over My Dead Body,Take Care (Deluxe),Drake,2011-11-15,272573,63,0.489,0.759,0.57,2.1e-06,0.179,-10.291,0.306,185.516,4,0.584
265,Shot For Me,Take Care (Deluxe),Drake,2011-11-15,224720,66,0.566,0.0555,0.465,0.0,0.567,-11.714,0.235,143.015,4,0.177
266,Headlines,Take Care (Deluxe),Drake,2011-11-15,235986,77,0.636,0.365,0.566,0.000353,0.0917,-7.16,0.106,151.894,4,0.425
267,Crew Love,Take Care (Deluxe),Drake,2011-11-15,208813,71,0.418,0.227,0.546,0.0,0.229,-9.057,0.238,160.152,4,0.294
268,Take Care,Take Care (Deluxe),Drake,2011-11-15,277386,77,0.629,0.0267,0.515,1.22e-05,0.0888,-10.358,0.265,121.845,4,0.299
269,Marvins Room,Take Care (Deluxe),Drake,2011-11-15,347226,74,0.492,0.646,0.26,0.00178,0.0705,-17.341,0.0921,111.519,5,0.312
270,Buried Alive Interlude,Take Care (Deluxe),Drake,2011-11-15,150960,57,0.711,0.412,0.543,0.0,0.505,-12.692,0.112,102.01,4,0.801
271,Under Ground Kings,Take Care (Deluxe),Drake,2011-11-15,212613,61,0.487,5.2e-05,0.712,0.0,0.198,-7.323,0.27,156.209,4,0.397
272,We'll Be Fine,Take Care (Deluxe),Drake,2011-11-15,247946,58,0.386,0.00171,0.488,0.0,0.64,-7.303,0.422,193.397,4,0.217
273,Make Me Proud,Take Care (Deluxe),Drake,2011-11-15,219893,69,0.684,0.00268,0.486,0.000148,0.157,-10.155,0.132,131.913,4,0.355
274,Lord Knows,Take Care (Deluxe),Drake,2011-11-15,307640,63,0.417,0.0786,0.887,0.0,0.834,-5.551,0.367,167.579,4,0.303
275,Cameras / Good Ones Go Interlude - Medley,Take Care (Deluxe),Drake,2011-11-15,434960,67,0.441,0.255,0.403,1.27e-05,0.13,-11.18,0.147,139.92,4,0.158
276,Doing It Wrong,Take Care (Deluxe),Drake,2011-11-15,265120,69,0.397,0.841,0.172,6.78e-05,0.108,-15.698,0.0445,101.275,4,0.123
277,The Real Her,Take Care (Deluxe),Drake,2011-11-15,321080,59,0.567,0.166,0.309,0.0,0.12,-14.254,0.385,65.041,4,0.509
278,Look What You've Done,Take Care (Deluxe),Drake,2011-11-15,301960,63,0.495,0.485,0.351,0.0,0.0967,-14.669,0.34,134.369,4,0.271
279,HYFR (Hell Ya Fucking Right),Take Care (Deluxe),Drake,2011-11-15,206626,70,0.444,0.123,0.627,0.0,0.0795,-8.744,0.252,98.21,3,0.359
280,Practice,Take Care (Deluxe),Drake,2011-11-15,237733,65,0.446,0.574,0.239,7.76e-05,0.12,-15.327,0.0876,104.675,4,0.31
281,The Ride,Take Care (Deluxe),Drake,2011-11-15,351000,56,0.556,0.517,0.702,0.0,0.343,-10.079,0.205,155.948,4,0.793
282,The Motto,Take Care (Deluxe),Drake,2011-11-15,181573,75,0.766,0.000107,0.442,6.12e-05,0.111,-8.558,0.356,201.8,4,0.39
283,Blackstar,Blackstar,David Bowie,2016-01-08,597933,51,0.366,0.206,0.552,0.0595,0.178,-8.35,0.0317,97.98,4,0.114
284,'Tis a Pity She Was a Whore,Blackstar,David Bowie,2016-01-08,292626,42,0.5,0.00409,0.954,0.0578,0.0947,-4.514,0.115,132.04,4,0.466
285,Lazarus,Blackstar,David Bowie,2016-01-08,382386,57,0.66,0.0466,0.695,0.145,0.0854,-6.896,0.029,129.972,4,0.506
286,Sue (Or In a Season of Crime),Blackstar,David Bowie,2016-01-08,280373,40,0.385,0.0219,0.868,0.0135,0.632,-5.688,0.0921,170.134,4,0.355
287,Girl Loves Me,Blackstar,David Bowie,2016-01-08,291946,41,0.699,0.28,0.579,0.000222,0.285,-7.633,0.0536,137.059,4,0.339
288,Dollar Days,Blackstar,David Bowie,2016-01-08,284813,41,0.499,0.0296,0.727,0.000102,0.0967,-7.147,0.0508,119.973,4,0.164
289,I Can't Give Everything Away,Blackstar,David Bowie,2016-01-08,347280,46,0.497,0.109,0.93,0.0756,0.327,-7.024,0.0652,120.007,4,0.403
290,State Of Grace,Red (Deluxe Edition),Taylor Swift,2012-10-22,295186,48,0.588,0.000197,0.825,0.00138,0.0885,-5.882,0.0328,129.968,4,0.397
291,Red,Red (Deluxe Edition),Taylor Swift,2012-10-22,220826,53,0.602,0.0773,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,4,0.641
292,Treacherous,Red (Deluxe Edition),Taylor Swift,2012-10-22,240773,46,0.705,0.101,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,4,0.395
293,I Knew You Were Trouble.,Red (Deluxe Edition),Taylor Swift,2012-10-22,217973,53,0.622,0.00454,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,4,0.679
294,All Too Well,Red (Deluxe Edition),Taylor Swift,2012-10-22,327893,63,0.602,0.0382,0.609,0.0002,0.127,-7.803,0.0243,93.06,4,0.337
295,22,Red (Deluxe Edition),Taylor Swift,2012-10-22,230133,59,0.658,0.00215,0.729,0.0013,0.0752,-6.561,0.0378,104.007,4,0.668
296,I Almost Do,Red (Deluxe Edition),Taylor Swift,2012-10-22,242573,47,0.567,0.0173,0.481,4.13e-05,0.182,-7.357,0.027,145.865,4,0.233
297,We Are Never Ever Getting Back Together,Red (Deluxe Edition),Taylor Swift,2012-10-22,191880,53,0.628,0.00957,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,4,0.75
298,Stay Stay Stay,Red (Deluxe Edition),Taylor Swift,2012-10-22,204826,49,0.729,0.307,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,4,0.928
299,The Last Time,Red (Deluxe Edition),Taylor Swift,2012-10-22,298293,49,0.505,0.035,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,4,0.123
300,Holy Ground,Red (Deluxe Edition),Taylor Swift,2012-10-22,201853,47,0.627,0.0162,0.816,0.00208,0.0966,-6.698,0.0774,157.043,4,0.648
301,Sad Beautiful Tragic,Red (Deluxe Edition),Taylor Swift,2012-10-22,283680,44,0.624,0.632,0.34,0.0337,0.121,-12.411,0.029,129.987,3,0.261
302,The Lucky One,Red (Deluxe Edition),Taylor Swift,2012-10-22,240133,46,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,117.937,4,0.545
303,Everything Has Changed,Red (Deluxe Edition),Taylor Swift,2012-10-22,243933,48,0.624,0.36,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,4,0.436
304,Starlight,Red (Deluxe Edition),Taylor Swift,2012-10-22,217826,45,0.649,0.0213,0.777,0.000335,0.221,-5.804,0.0406,126.018,4,0.587
305,Begin Again,Red (Deluxe Edition),Taylor Swift,2012-10-22,237613,45,0.53,0.199,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,4,0.323
306,The Moment I Knew,Red (Deluxe Edition),Taylor Swift,2012-10-22,285560,43,0.62,0.187,0.506,1.47e-05,0.102,-7.327,0.0312,126.015,4,0.275
307,Come Back...Be Here,Red (Deluxe Edition),Taylor Swift,2012-10-22,222706,52,0.483,0.00471,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,4,0.217
308,Girl At Home,Red (Deluxe Edition),Taylor Swift,2012-10-22,220320,40,0.733,0.272,0.59,0.0,0.136,-5.86,0.0284,125.048,4,0.633
309,Treacherous - Original Demo Recording,Red (Deluxe Edition),Taylor Swift,2012-10-22,239720,37,0.828,0.175,0.64,6.14e-05,0.0996,-8.248,0.0355,109.993,4,0.519
310,Red - Original Demo Recording,Red (Deluxe Edition),Taylor Swift,2012-10-22,226280,38,0.678,0.113,0.902,0.000235,0.0722,-4.659,0.0358,124.998,4,0.637
311,State Of Grace - Acoustic,Red (Deluxe Edition),Taylor Swift,2012-10-22,323080,42,0.626,0.664,0.118,0.000169,0.127,-15.91,0.0305,105.597,4,0.0682
312,Wesley's Theory,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,287360,69,0.509,0.359,0.787,2.76e-05,0.26,-6.754,0.265,114.449,4,0.507
313,For Free? - Interlude,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,130893,60,0.526,0.588,0.896,0.0,0.37,-4.708,0.197,129.313,1,0.745
314,King Kunta,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,234693,76,0.884,0.00589,0.657,0.0,0.154,-4.569,0.0977,107.059,4,0.489
315,Institutionalized,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,271773,63,0.539,0.112,0.731,1.19e-06,0.129,-5.085,0.453,81.114,4,0.568
316,These Walls,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,300973,67,0.752,0.11,0.489,3.57e-06,0.202,-5.233,0.137,108.005,4,0.373
317,u,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,268493,63,0.406,0.26,0.798,0.0,0.461,-5.585,0.432,71.547,4,0.58
318,Alright,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,219333,80,0.796,0.0742,0.766,0.0,0.0827,-5.974,0.238,110.034,4,0.558
319,For Sale? - Interlude,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,291720,59,0.301,0.442,0.686,0.000115,0.121,-8.36,0.0831,79.036,3,0.276
320,Momma,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,283120,61,0.615,0.254,0.743,0.0,0.665,-4.58,0.325,111.914,5,0.515
321,Hood Politics,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,292520,62,0.731,0.145,0.661,0.0,0.12,-6.562,0.376,87.912,4,0.369
322,How Much A Dollar Cost,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,261746,62,0.624,0.415,0.729,0.0,0.135,-4.747,0.198,87.948,4,0.334
323,Complexion (A Zulu Love),To Pimp A Butterfly,Kendrick Lamar,2015-03-16,263360,60,0.665,0.566,0.558,4.57e-06,0.219,-7.863,0.303,89.953,4,0.37
324,The Blacker The Berry,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,328826,64,0.553,0.00713,0.852,0.0,0.463,-4.08,0.305,176.058,4,0.27
325,You Ain't Gotta Lie (Momma Said),To Pimp A Butterfly,Kendrick Lamar,2015-03-16,241680,61,0.443,0.455,0.635,2.07e-05,0.285,-5.404,0.223,93.742,4,0.672
326,i,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,336013,63,0.541,0.708,0.809,0.0,0.72,-4.286,0.324,120.094,4,0.753
327,Mortal Man,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,727106,58,0.567,0.665,0.525,0.0,0.708,-9.043,0.75,86.935,4,0.416
328,Pray You Catch Me,Lemonade,Beyoncé,2016-04-23,195986,61,0.25,0.632,0.215,0.0717,0.401,-13.676,0.037,174.824,3,0.0746
329,Hold Up,Lemonade,Beyoncé,2016-04-23,221093,70,0.524,0.745,0.397,0.0,0.521,-11.936,0.405,80.744,4,0.552
330,Don't Hurt Yourself (feat. Jack White),Lemonade,Beyoncé,2016-04-23,233666,62,0.614,0.0105,0.686,1.36e-06,0.184,-6.483,0.21,136.537,4,0.645
331,Sorry,Lemonade,Beyoncé,2016-04-23,232560,69,0.775,0.00175,0.598,4.44e-06,0.253,-7.274,0.0535,129.988,4,0.356
332,6 Inch (feat. The Weeknd),Lemonade,Beyoncé,2016-04-23,260440,65,0.516,0.0433,0.637,3.89e-06,0.11,-8.832,0.0632,138.011,4,0.324
333,Daddy Lessons,Lemonade,Beyoncé,2016-04-23,287986,65,0.643,0.273,0.503,0.0,0.349,-8.37,0.216,90.886,4,0.598
334,Love Drought,Lemonade,Beyoncé,2016-04-23,237440,61,0.455,0.0209,0.535,0.64,0.126,-10.602,0.0426,157.01,4,0.216
335,Sandcastles,Lemonade,Beyoncé,2016-04-23,182720,59,0.33,0.866,0.357,1.76e-05,0.19,-10.171,0.0348,84.119,3,0.101
